City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,prince rupert,54.3161,-130.3201,7.58,56,0,0.77,CA,1713371217
366,marovoay,-16.1,46.6333,27.71,56,88,4.46,MG,1713371217
367,prince albert,53.2001,-105.7677,-0.68,94,100,9.97,CA,1713371217
368,vadso,70.0744,29.7487,-1.91,64,75,7.72,NO,1713371217
369,kismayo,-0.3582,42.5454,28.72,78,63,7.14,SO,1713371217
370,bandon,51.7469,-8.7425,11.77,81,99,8.05,IE,1713371217
371,ailuk,10.2197,169.9797,26.95,83,100,9.05,MH,1713371217
372,college,64.8569,-147.8028,-1.42,77,75,1.54,US,1713371218
373,ust-nera,64.5667,143.2,-10.06,96,91,2.73,RU,1713371218
374,porto franco,-6.3383,-47.3992,32.42,60,92,1.86,BR,1713371218
375,akjoujt,19.6969,-14.4164,39.74,5,0,4.28,MR,1713371218
376,richards bay,-28.783,32.0377,22.26,65,8,5.23,ZA,1713371218
377,marabba,12.35,32.1833,38.46,7,100,1.7,SD,1713371218
378,stranraer,54.9023,-5.0273,8.5,70,33,7.49,GB,1713371218
379,katsuura,35.1333,140.3,16.35,87,99,5.89,JP,1713371218
380,kimberley,-28.7323,24.7623,18.83,63,0,4.12,ZA,1713371033
381,kerch,45.3583,36.4758,14.2,76,91,9.39,UA,1713371218
382,udalguri,26.7667,92.1333,25.34,57,7,6.35,IN,1713371218
383,zhongxiang,31.1661,112.5831,16.49,68,16,1.06,CN,1713371218
384,whitehorse,60.7161,-135.0538,0.05,79,4,2.97,CA,1713371218
385,arteche,12.2645,125.4048,25.05,85,96,2.01,PH,1713371218
386,bantogon,6.5333,124.0333,27.18,80,99,1.23,PH,1713371218
387,el campo,29.1966,-96.2697,27.12,74,100,4.77,US,1713371218
388,keflavik,64.0049,-22.5624,5.24,75,75,4.63,IS,1713371219
389,ponnani,10.767,75.9252,29.62,77,100,3.99,IN,1713371219
390,swan hill,-35.3378,143.5544,11.26,76,3,3.12,AU,1713371219
391,kerikeri,-35.2268,173.9474,9.95,93,14,1.6,NZ,1713371219
392,sakaiminato,35.55,133.2333,13.99,100,75,1.54,JP,1713371219
393,yulinshi,38.2906,109.7494,18.47,36,7,3.33,CN,1713371219
394,las tablas,7.7667,-80.2833,31.13,56,60,5.93,PA,1713371219
395,lakatoro,-16.0999,167.4164,27.2,81,86,6.62,VU,1713371219
396,tabou,4.423,-7.3528,30.04,70,100,2.82,CI,1713371219
397,leku,6.8667,38.45,19.44,80,98,1.11,ET,1713371219
398,fall river,41.7015,-71.1551,17.07,54,0,5.14,US,1713370993
399,reggane,26.7158,0.1714,33.61,10,4,1.87,DZ,1713371219
400,mana,5.6592,-53.7767,22.68,96,100,2.25,GF,1713371220
401,bojnurd,37.4747,57.329,16.97,34,0,3.09,IR,1713371220
402,tiznit,29.5833,-9.5,26.47,33,1,4.9,MA,1713371220
403,panama city beach,30.1766,-85.8055,27.25,56,0,5.66,US,1713371220
404,inhambane,-23.865,35.3833,23.36,82,44,4.07,MZ,1713371220
405,san antonio de pale,-1.4014,5.6325,27.52,78,100,2.49,GQ,1713371220
406,tanjung pandan,-2.75,107.65,26.28,84,94,0.65,ID,1713371220
407,manadhoo,5.7667,73.3833,29.37,73,32,2.66,MV,1713371220
408,cabo san lucas,22.8909,-109.9124,27.56,75,100,3.13,MX,1713371065
409,al ghayzah,16.2079,52.176,29.11,71,56,5.23,YE,1713371220
410,ryotsu-minato,38.0833,138.4333,10.71,85,61,0.1,JP,1713371220
411,tralee,52.2704,-9.7026,11.14,87,75,5.14,IE,1713371220
412,mizdah,31.4451,12.9801,26.3,25,0,7.26,LY,1713371220
413,kijang,35.2442,129.2139,12.85,68,100,2.72,KR,1713371220
414,garissa,-0.4536,39.6401,30.25,60,100,8.41,KE,1713371221
415,choibalsan,48.0667,114.5,5.22,28,25,4.47,MN,1713371221
416,yanam,16.7333,82.2167,27.76,78,57,1.64,IN,1713371221
417,el hamma,33.8915,9.7963,22.62,24,0,1.48,TN,1713371221
418,noshiro,40.2039,140.0242,10.21,96,89,2.09,JP,1713371221
419,urumqi,43.801,87.6005,9.53,93,75,1.0,CN,1713371221
420,peace river,56.2501,-117.286,0.36,79,6,3.5,CA,1713371221
421,al kharj,24.155,47.3346,29.32,20,0,3.72,SA,1713371106
422,kruisfontein,-34.0033,24.7314,24.38,44,0,1.5,ZA,1713371221
423,tres arroyos,-38.3739,-60.2798,17.54,47,0,9.06,AR,1713371221
424,shevchenko,48.5,35.0,21.43,40,91,6.49,UA,1713371221
425,yemva,62.59,50.8594,-0.07,99,100,1.89,RU,1713371221
426,labrador city,52.9463,-66.9114,-1.01,61,85,1.34,CA,1713371221
427,riosucio,5.4216,-75.7032,21.96,79,97,0.39,CO,1713371221
428,timimoun,29.2639,0.231,34.21,9,0,1.03,DZ,1713371222
429,guayaramerin,-10.8368,-65.3614,29.03,79,75,2.57,BO,1713371222
430,charcas,23.1333,-101.1167,24.5,34,26,1.32,MX,1713371222
431,vila franca do campo,37.7167,-25.4333,19.23,99,64,5.51,PT,1713371222
432,coquimbo,-29.9533,-71.3436,20.55,56,3,2.55,CL,1713370962
433,shatrovo,56.5167,64.6333,8.25,77,100,3.64,RU,1713371222
434,isabela,6.7085,121.9711,26.89,87,76,2.57,PH,1713371046
435,mersa matruh,31.3525,27.2453,24.11,57,0,8.75,EG,1713371222
436,pamandzi,-12.7967,45.2794,29.88,74,100,4.12,YT,1713371222
437,saint-joseph,-21.3667,55.6167,23.21,72,100,6.92,RE,1713371222
438,adelaide,-34.9333,138.6,13.94,82,75,4.12,AU,1713371182
439,celendin,-6.8703,-78.1517,20.29,66,64,1.65,PE,1713371222
440,hailey,43.5196,-114.3153,4.92,29,0,6.71,US,1713371156
441,tindouf,27.6711,-8.1474,36.25,6,0,3.09,DZ,1713371222
442,uturoa,-16.7333,-151.4333,27.6,80,24,7.44,PF,1713371223
443,tubarjal,30.4999,38.216,29.34,16,0,2.36,SA,1713371223
444,newman,37.3138,-121.0208,20.01,80,100,0.89,US,1713371223
445,pandan,14.0453,124.1694,25.94,88,46,2.49,PH,1713371223
446,kolokani,13.5728,-8.0339,39.96,6,7,3.93,ML,1713371223
447,dera bugti,29.0307,69.151,27.23,38,100,1.78,PK,1713371223
448,mount pearl,47.5166,-52.7813,8.58,96,100,0.45,CA,1713371223
449,fonte boa,-2.4959,-66.2662,29.69,71,100,0.24,BR,1713371223
450,vizinga,61.0749,50.1031,5.1,94,100,1.65,RU,1713371223
451,pucon,-39.2822,-71.9543,16.4,74,70,0.42,CL,1713371223
452,pico truncado,-46.7949,-67.9573,14.62,40,0,5.74,AR,1713371224
453,abepura,-2.6333,140.5833,24.45,100,40,1.03,ID,1713371224
454,trairi,-3.2778,-39.2689,28.88,79,100,3.54,BR,1713371220
455,peniche,39.3558,-9.3811,23.38,69,97,5.64,PT,1713371226
456,ambon,-3.6954,128.1814,26.04,95,20,3.6,ID,1713371226
457,arar,30.9753,41.0381,28.01,15,0,3.09,SA,1713371226
458,usogorsk,63.4106,48.6872,-1.85,93,99,2.33,RU,1713371227
459,antofagasta,-23.65,-70.4,23.6,68,3,2.3,CL,1713370962
460,gilgit,35.9221,74.3087,12.53,46,100,1.47,PK,1713371227
461,rio grande,-32.035,-52.0986,24.06,52,40,8.02,BR,1713371227
462,midelt,32.6852,-4.7451,25.59,15,67,8.24,MA,1713371227
463,torbat-e heydariyeh,35.274,59.2195,12.75,51,100,6.37,IR,1713371228
464,kone,-21.0595,164.8658,21.34,84,62,1.56,NC,1713371228
465,yinchuan,38.4681,106.2731,22.28,21,75,2.34,CN,1713371229
466,hilton head island,32.2163,-80.7526,26.03,73,100,0.89,US,1713371160
467,itimadpur,27.25,78.2,32.65,17,16,6.63,IN,1713371230
468,san luis,-33.295,-66.3356,23.56,28,0,6.52,AR,1713371230
469,camiri,-20.05,-63.5167,24.88,50,75,0.0,BO,1713371230
470,guerrero negro,27.9769,-114.0611,18.28,70,0,4.96,MX,1713371032
471,xiaoweizhai,26.1903,107.5125,18.54,97,99,0.5,CN,1713371230
472,kokoda,-8.8785,147.7407,23.57,99,100,0.45,PG,1713371231
473,uskudar,41.0225,29.0237,24.29,41,0,2.57,TR,1713371231
474,songjianghe,42.1859,127.479,7.77,54,99,1.9,CN,1713371234
475,saint-philippe,-21.3585,55.7679,23.77,72,100,6.3,RE,1713371234
476,penzance,50.1186,-5.5371,11.38,81,40,8.23,GB,1713371140
477,selibaby,15.159,-12.1829,41.23,5,0,3.02,MR,1713371236
478,nyurba,63.2842,118.3319,-15.42,97,43,2.26,RU,1713371236
479,sahy,48.0741,18.9495,11.14,61,85,6.42,SK,1713371236
480,xiva,41.3783,60.3639,20.99,18,0,3.74,UZ,1713371236
481,vorkuta,67.5,64.0,-11.61,95,100,7.15,RU,1713371226
482,olyokminsk,60.3736,120.4264,-4.64,84,99,3.78,RU,1713371236
483,kapa'a,22.0752,-159.319,22.99,92,75,2.57,US,1713371236
484,douz,33.4663,9.0203,29.85,19,0,5.47,TN,1713371236
485,kiunga,-6.1219,141.2906,23.11,100,100,1.01,PG,1713371236
486,prakhon chai,14.6059,103.1208,30.92,51,21,3.03,TH,1713371236
487,anna regina,7.2644,-58.5077,30.05,66,67,4.26,GY,1713371239
488,las palmas,28.4204,-14.0131,20.44,78,0,3.6,ES,1713371240
489,dryden,49.7833,-92.7503,2.94,90,100,3.26,CA,1713371240
490,coxen hole,16.3244,-86.5366,29.6,66,20,7.72,HN,1713371137
491,bargaal,11.2864,51.0773,29.51,77,19,2.21,SO,1713371240
492,kuala tungkal,-0.8167,103.4667,25.49,93,100,1.49,ID,1713371240
493,talara,-4.5772,-81.2719,30.42,54,0,6.69,PE,1713371240
494,kenai,60.5544,-151.2583,4.05,62,100,5.14,US,1713371241
495,lycksele,64.5954,18.6735,-0.07,69,75,3.6,SE,1713371242
496,khenchela,35.4358,7.1433,21.14,31,1,6.66,DZ,1713371243
497,sayat,38.7839,63.8803,21.93,34,76,8.55,TM,1713371243
498,sasaguri,33.6167,130.5333,17.17,54,100,1.03,JP,1713371243
499,leh,34.1667,77.5833,-6.67,62,98,1.82,IN,1713371244
500,tura,25.5198,90.2201,27.2,26,1,2.38,IN,1713371244
501,sabha,27.0377,14.4283,28.66,18,0,3.16,LY,1713371245
502,likiep,9.8251,169.3107,27.06,83,79,9.08,MH,1713371245
503,tongliao,43.6125,122.2653,14.59,34,21,3.82,CN,1713371245
504,kokshetau,53.2775,69.3883,10.45,77,70,3.26,KZ,1713371245
505,qarauyl,48.9451,79.255,14.2,52,70,1.57,KZ,1713371245
506,kaa-khem,51.6833,94.7333,10.23,61,2,2.55,RU,1713371245
507,plastun,44.7561,136.2939,7.77,96,100,0.82,RU,1713371245
508,labuan bajo,-8.4964,119.8877,26.32,84,100,2.33,ID,1713371245
509,park city,42.3484,-87.8842,17.64,76,75,8.75,US,1713371146
510,loreto,22.2667,-101.9667,25.32,24,34,0.84,MX,1713371245
511,manokwari,-0.8667,134.0833,26.28,85,86,1.05,ID,1713371245
512,namsos,64.4662,11.4957,5.03,70,40,3.6,NO,1713371246
513,igarka,67.4667,86.5833,-0.55,90,100,8.94,RU,1713371246
514,itacoatiara,-3.1431,-58.4442,25.78,94,100,1.0,BR,1713371230
515,laguna,38.421,-121.4238,20.05,80,0,1.54,US,1713371006
516,slave lake,55.2834,-114.769,-1.19,60,45,5.03,CA,1713370982
517,samsun,41.25,36.3333,18.42,48,0,2.57,TR,1713371129
518,koysinceq,36.0821,44.6278,20.88,45,0,4.39,IQ,1713371247
519,humaita,-7.5061,-63.0208,31.84,67,94,1.47,BR,1713371247
520,sodo,6.8642,37.7628,18.36,76,82,0.95,ET,1713371247
521,nguruka,-5.1092,31.0419,21.11,92,34,2.13,TZ,1713371247
522,federal,-30.9547,-58.7833,21.69,60,0,4.9,AR,1713371247
523,faro,37.0194,-7.9322,22.32,83,20,3.09,PT,1713371023
524,rocha,-34.4833,-54.3333,21.36,53,2,7.65,UY,1713371247
525,monteros,-27.1674,-65.4983,21.69,62,6,1.62,AR,1713371247
526,vangaindrano,-23.35,47.6,21.59,84,99,2.17,MG,1713371247
527,chornobay,49.6708,32.3239,8.5,89,100,5.3,UA,1713371247
528,lapai,9.05,6.5667,39.78,21,100,1.72,NG,1713371247
529,katsuren-haebaru,26.3369,127.8719,25.78,90,89,6.16,JP,1713371247
530,nogliki,51.8333,143.1667,3.52,89,100,4.02,RU,1713371247
531,zhangye,38.9342,100.4517,18.32,18,100,2.49,CN,1713371247
532,cam pha mines,21.0167,107.3,24.4,89,88,1.75,VN,1713371248
533,fruita,39.1589,-108.729,19.78,32,0,1.54,US,1713371248
534,corozal,9.3151,-75.2928,33.55,52,80,3.75,CO,1713371248
535,fort mcmurray,56.7268,-111.381,-1.42,43,34,5.65,CA,1713371248
536,kwang binh,17.4833,106.6,26.83,73,4,1.39,VN,1713371248
537,fale old settlement,-9.3852,-171.2468,29.06,72,10,1.92,TK,1713371248
538,nizhnesortymskiy,62.4397,71.7603,1.35,99,100,6.82,RU,1713371248
539,talovskiy,51.1144,40.73,21.19,48,100,7.21,RU,1713371248
540,kingston,17.997,-76.7936,30.53,67,75,2.06,JM,1713371096
541,antalaha,-14.9003,50.2788,25.06,91,30,6.03,MG,1713371248
542,az zawr,29.4425,48.2747,27.79,67,0,5.44,KW,1713371249
543,qamdo,31.1667,97.2333,2.06,78,100,3.76,CN,1713371250
544,chimoio,-19.1164,33.4833,21.92,83,75,0.73,MZ,1713371250
545,sitka,57.0531,-135.33,3.94,70,0,1.54,US,1713371250
546,antsiranana,-12.2787,49.2917,26.71,80,100,8.34,MG,1713371250
547,raja,8.4596,25.678,37.84,10,100,3.23,SS,1713371250
548,ulsteinvik,62.3432,5.8487,9.5,65,15,7.15,NO,1713371250
549,queenstown,-31.8976,26.8753,18.62,52,79,2.9,ZA,1713371251
550,marsh harbour,26.5412,-77.0636,22.99,65,12,7.24,BS,1713371251
551,kandyagash,49.4744,57.4233,17.05,54,13,4.15,KZ,1713371251
552,kralendijk,12.15,-68.2667,31.99,66,75,8.23,BQ,1713371251
553,kuta,-8.7233,115.1723,26.97,94,75,2.68,ID,1713371251
554,estrela,-28.0611,-50.9383,17.36,60,17,4.07,BR,1713371251
555,belabo,4.9333,13.3,33.13,41,97,0.88,CM,1713371251
556,ternate,0.8,127.4,27.29,79,97,1.21,ID,1713371258
557,mahajanga,-15.7167,46.3167,30.01,58,40,3.09,MG,1713371259
558,lake city,30.1897,-82.6393,27.7,58,0,2.57,US,1713371260
559,san antonio,29.4241,-98.4936,26.06,90,100,3.09,US,1713370547
560,okhotsk,59.3833,143.3,-3.14,91,39,2.26,RU,1713371263
561,belmonte,-15.8631,-38.8828,28.23,60,88,4.56,BR,1713371263
562,aswan,24.0934,32.907,38.61,9,0,0.0,EG,1713370938
563,mandsaur,24.0667,75.0667,35.47,18,31,2.3,IN,1713371263
564,blackwater,-23.5833,148.8833,20.98,80,90,2.74,AU,1713371264
565,rawai,7.7797,98.3253,31.1,70,100,4.16,TH,1713371264
566,aqadyr,48.2553,72.8483,12.55,73,60,2.8,KZ,1713371264
567,binji,13.2228,4.9096,41.78,7,35,2.63,NG,1713371265
568,jabor,5.921,169.6434,27.84,83,17,7.22,MH,1713371265
569,pangody,65.85,74.4859,0.23,96,100,3.76,RU,1713371265
570,waltham abbey,51.687,-0.0042,12.12,54,100,6.46,GB,1713371203
571,novaya ladoga,60.1025,32.3019,-0.2,73,70,4.33,RU,1713371265
572,kourou,5.1552,-52.6478,27.03,95,100,3.91,GF,1713371272
573,arafat,21.3594,39.9664,31.35,24,0,5.59,SA,1713371272
574,horta,38.5333,-28.6333,16.8,93,75,6.17,PT,1713371272
575,vendome,47.8,1.0667,12.16,81,100,5.79,FR,1713371272
576,wainwright,52.839,-110.8572,-1.63,78,100,10.46,CA,1713371273
577,laon,49.5667,3.6667,9.32,66,100,5.71,FR,1713371276
578,vyyezdnoye,55.3815,43.7864,11.54,98,100,1.88,RU,1713371276
579,aldama,22.9167,-98.0667,31.0,54,56,3.71,MX,1713371276
580,howard springs,-12.497,131.047,25.95,93,100,1.71,AU,1713371276
